0,cma,relu,1,0,0,0.022664130431058565,Weighted,True
0,l-bfgs-b,relu,1,0,0,0.010469629194041312,Weighted,False
0,cma,poly,1,0,0,0.29288162022095954,Weighted,True
0,l-bfgs-b,poly,1,0,0,0.2816369039763578,Weighted,False
0,cma,tanh,1,0,0,0.03178237793423823,Fourier,True
0,l-bfgs-b,tanh,1,0,0,0.13480020192538342,Fourier,False
0,cma,poly,1,0,0,0.29288162022096,Fourier,True
0,l-bfgs-b,poly,1,0,0,0.23935559522998867,Fourier,False
0,cma,tanh,1,0,0,0.031782377934238236,Weighted,True
0,l-bfgs-b,tanh,1,0,0,0.019686849289931026,Weighted,False
0,cma,poly,1,1,1,0.2928816202209602,Weighted,True
0,cma,step,1,0,0,0.12416569238179041,Weighted,True
0,l-bfgs-b,poly,1,1,1,0.28843492658553577,Weighted,False
0,l-bfgs-b,step,1,0,0,0.09759100521681713,Weighted,False
0,cma,step,1,0,0,0.12416569238179047,Fourier,True
0,l-bfgs-b,step,1,0,0,0.18904833576108193,Fourier,False
0,cma,relu,1,1,1,0.022664130431058808,Weighted,True
0,l-bfgs-b,relu,1,1,1,0.010469629326571122,Weighted,False
0,cma,relu,1,0,0,0.02266413043105899,Fourier,True
0,l-bfgs-b,relu,1,0,0,0.16246257872464634,Fourier,False
0,cma,tanh,1,1,1,0.03178237793423821,Fourier,True
0,l-bfgs-b,tanh,1,1,1,0.13480020192538342,Fourier,False
0,cma,poly,1,1,1,0.5471776678948908,Fourier,True
0,l-bfgs-b,poly,1,1,1,0.23935559522998867,Fourier,False
0,cma,step,1,1,1,0.12416569238179041,Fourier,True
0,l-bfgs-b,step,1,1,1,0.18904833576108193,Fourier,False
0,cma,tanh,1,1,1,0.031782377934239416,Weighted,True
0,l-bfgs-b,tanh,1,1,1,0.019686849289816753,Weighted,False
0,cma,step,1,1,1,0.12416569238179044,Weighted,True
0,l-bfgs-b,step,1,1,1,0.09759100521131454,Weighted,False
0,cma,relu,1,1,1,0.022664130431058676,Fourier,True
0,l-bfgs-b,relu,1,1,1,0.16246257872464634,Fourier,False
0,cma,relu,2,0,0,0.02266413043105882,Weighted,True
0,l-bfgs-b,relu,2,0,0,0.0011056488363514066,Weighted,False
0,cma,poly,2,0,0,0.16473571785533267,Weighted,True
0,l-bfgs-b,poly,2,0,0,0.13923001872255802,Weighted,False
0,cma,tanh,2,0,0,0.03178237793424317,Fourier,True
0,l-bfgs-b,tanh,2,0,0,0.12589639533891758,Fourier,False
0,cma,step,2,0,0,0.12416569238179417,Fourier,True
0,l-bfgs-b,step,2,0,0,0.18904833576108193,Fourier,False
0,cma,relu,2,1,1,0.02266413043106699,Weighted,True
0,l-bfgs-b,relu,2,1,1,0.0011056489251412406,Weighted,False
0,cma,poly,2,0,0,0.16473571785534283,Fourier,True
0,l-bfgs-b,poly,2,0,0,0.21978369210745977,Fourier,False
0,cma,step,2,0,0,0.12416569238179302,Weighted,True
0,cma,poly,2,1,1,0.1647357178553418,Weighted,True
0,l-bfgs-b,poly,2,1,1,0.1392300187149201,Weighted,False
0,l-bfgs-b,step,2,0,0,0.03312458784141878,Weighted,False
0,cma,tanh,2,0,0,0.03178237793423853,Weighted,True
0,l-bfgs-b,tanh,2,0,0,0.000803518637634096,Weighted,False
0,cma,tanh,2,1,1,0.03178237793424151,Fourier,True
0,l-bfgs-b,tanh,2,1,1,0.12589639533891758,Fourier,False
0,cma,step,2,1,1,0.12416569238179345,Fourier,True
0,l-bfgs-b,step,2,1,1,0.18904833576108193,Fourier,False
0,cma,relu,2,0,0,0.022664130431067794,Fourier,True
0,l-bfgs-b,relu,2,0,0,0.11486355836548233,Fourier,False
0,cma,poly,2,1,1,0.16473571785535251,Fourier,True
0,l-bfgs-b,poly,2,1,1,0.21978369210745977,Fourier,False
0,cma,step,2,1,1,0.12416569238179129,Weighted,True
0,l-bfgs-b,step,2,1,1,0.03312458780179455,Weighted,False
0,cma,tanh,2,1,1,0.03178237793423865,Weighted,True
0,l-bfgs-b,tanh,2,1,1,0.0008035186769623939,Weighted,False
0,cma,relu,2,1,1,0.02266413043106092,Fourier,True
0,l-bfgs-b,relu,2,1,1,0.11486355836548233,Fourier,False
0,cma,relu,3,0,0,0.0014359347591645715,Weighted,True
0,l-bfgs-b,relu,3,0,0,0.00045123217201564075,Weighted,False
0,cma,tanh,3,0,0,7.676883888315303e-05,Fourier,True
0,l-bfgs-b,tanh,3,0,0,0.09050973533257356,Fourier,False
0,cma,step,3,0,0,0.12416569238180142,Fourier,True
0,l-bfgs-b,step,3,0,0,0.10756759636323607,Fourier,False
0,cma,tanh,3,0,0,0.031782377934245806,Weighted,True
0,l-bfgs-b,tanh,3,0,0,0.0008035168451712846,Weighted,False
0,cma,poly,3,0,0,0.16381108060389837,Weighted,True
0,l-bfgs-b,poly,3,0,0,0.07207573398613693,Weighted,False
0,cma,step,3,0,0,0.04588502983954186,Weighted,True
0,l-bfgs-b,step,3,0,0,0.03312458782292414,Weighted,False
0,cma,relu,3,1,1,0.0014359347591624595,Weighted,True
0,l-bfgs-b,relu,3,1,1,0.0004513688241032661,Weighted,False
0,cma,tanh,3,1,1,7.67688388886028e-05,Weighted,True
0,l-bfgs-b,tanh,3,1,1,0.0008035186252667941,Weighted,False
0,cma,poly,3,1,1,0.16381108060389477,Weighted,True
0,l-bfgs-b,poly,3,1,1,0.07177879656045524,Weighted,False
0,cma,poly,3,0,0,0.16381108060390162,Fourier,True
0,l-bfgs-b,poly,3,0,0,0.13719297357397015,Fourier,False
0,cma,step,3,1,1,0.02134795152197679,Fourier,True
0,l-bfgs-b,step,3,1,1,0.10756759636323607,Fourier,False
0,cma,step,3,1,1,0.02134795152198109,Weighted,True
0,l-bfgs-b,step,3,1,1,0.03312458791272795,Weighted,False
0,cma,relu,3,0,0,0.0014359347591649707,Fourier,True
0,l-bfgs-b,relu,3,0,0,0.09323512479326732,Fourier,False
0,cma,tanh,3,1,1,0.001072215423441145,Fourier,True
0,l-bfgs-b,tanh,3,1,1,0.09050973533257356,Fourier,False
0,cma,poly,4,0,0,0.16381108060390234,Weighted,True
0,l-bfgs-b,poly,4,0,0,0.07317886115436377,Weighted,False
0,cma,poly,3,1,1,0.05802817433682366,Fourier,True
0,l-bfgs-b,poly,3,1,1,0.13719297357397015,Fourier,False
0,cma,tanh,4,0,0,7.676883891595829e-05,Weighted,True
0,l-bfgs-b,tanh,4,0,0,0.0001543029297474896,Weighted,False
0,cma,relu,4,0,0,0.00023369586209968148,Weighted,True
0,l-bfgs-b,relu,4,0,0,0.00018901849559660902,Weighted,False
0,cma,relu,3,1,1,0.0014359347591779788,Fourier,True
0,l-bfgs-b,relu,3,1,1,0.09323512479326732,Fourier,False
0,cma,poly,4,1,1,0.058458666784538336,Weighted,True
