Unable to init server: Could not connect: Connection refused
Unable to init server: Could not connect: Connection refused

(test.py:10112): Gdk-CRITICAL **: 13:42:03.157: gdk_cursor_new_for_display: assertion 'GDK_IS_DISPLAY (display)' failed
(6_w,13)-aCMA-ES (mu_w=4.0,w_1=38%) in dimension 23 (seed=980786, Tue Jul 28 13:42:03 2020)
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
   91   1183 2.475982292979768e-03 2.5e+00 1.94e-01  2e-01  2e-01 6:58.6
   98   1274 5.116135414057929e-03 2.6e+00 2.14e-01  2e-01  2e-01 7:29.2
  100   1300 1.828973012049974e-02 2.7e+00 2.30e-01  2e-01  3e-01 7:38.1
  107   1391 1.180092800392817e-02 3.1e+00 2.29e-01  2e-01  2e-01 8:09.9
  114   1482 7.391628584274513e-03 3.2e+00 1.75e-01  2e-01  2e-01 8:41.3
  122   1586 4.888877706335440e-03 3.2e+00 1.39e-01  1e-01  2e-01 9:16.1
  130   1690 1.396095634259712e-03 3.1e+00 1.25e-01  1e-01  1e-01 9:51.5
  138   1794 3.824428246050217e-03 3.1e+00 1.13e-01  9e-02  1e-01 10:28.3
  147   1911 1.910166272005633e-03 3.2e+00 7.36e-02  6e-02  8e-02 11:06.2
  155   2015 1.157123490637483e-03 3.3e+00 5.34e-02  4e-02  6e-02 11:41.9
  164   2132 7.547448747610478e-04 3.4e+00 4.17e-02  3e-02  5e-02 12:22.2
  173   2249 7.521472229605054e-04 3.8e+00 3.96e-02  3e-02  4e-02 13:02.2
  182   2366 5.918224099879679e-04 4.2e+00 3.40e-02  3e-02  4e-02 13:41.0
  193   2509 5.719177002763212e-04 4.7e+00 3.06e-02  2e-02  3e-02 14:22.0
  200   2600 5.179314789016600e-04 5.0e+00 2.48e-02  2e-02  3e-02 14:51.1
  212   2756 4.042924289683268e-04 5.5e+00 2.98e-02  2e-02  3e-02 15:36.3
  222   2886 4.461268583886085e-04 6.4e+00 2.62e-02  2e-02  3e-02 16:20.0
  232   3016 3.824995138771643e-04 7.0e+00 1.97e-02  1e-02  2e-02 17:04.3
  243   3159 3.568603069609855e-04 8.2e+00 1.88e-02  1e-02  2e-02 17:51.8
  254   3302 3.359524484235554e-04 8.6e+00 1.73e-02  1e-02  2e-02 18:40.7
  265   3445 3.357358204622323e-04 9.6e+00 1.92e-02  1e-02  2e-02 19:27.1
  276   3588 3.014686148404579e-04 1.1e+01 1.67e-02  1e-02  2e-02 20:15.3
  287   3731 2.841704026099680e-04 1.2e+01 1.20e-02  9e-03  2e-02 21:03.5
  299   3887 2.804101345394401e-04 1.4e+01 1.06e-02  8e-03  1e-02 21:55.2
  300   3900 2.814892518527687e-04 1.4e+01 1.05e-02  8e-03  1e-02 21:59.4
  312   4056 2.780768987068238e-04 1.6e+01 7.08e-03  5e-03  9e-03 22:52.9
  324   4212 2.751843414462753e-04 1.7e+01 7.11e-03  5e-03  1e-02 23:45.9
  336   4368 2.748311934865788e-04 1.8e+01 5.74e-03  4e-03  8e-03 24:39.4
  349   4537 2.739114930218033e-04 2.1e+01 5.08e-03  4e-03  7e-03 25:34.5
  363   4719 2.737424049225912e-04 2.3e+01 3.96e-03  3e-03  6e-03 26:30.7
  378   4914 2.734623535387077e-04 2.6e+01 2.98e-03  2e-03  4e-03 27:29.7
  391   5083 2.732241575385882e-04 2.7e+01 3.49e-03  3e-03  5e-03 28:27.8
  400   5200 2.729642969598535e-04 3.0e+01 3.81e-03  3e-03  5e-03 29:08.2
  415   5395 2.726851215979354e-04 3.6e+01 2.98e-03  2e-03  4e-03 30:10.5
  429   5577 2.723189499667995e-04 4.3e+01 3.26e-03  2e-03  5e-03 31:11.5
  443   5759 2.719312888671964e-04 4.8e+01 3.47e-03  3e-03  5e-03 32:13.0
  458   5954 2.714668157847678e-04 5.8e+01 3.74e-03  3e-03  6e-03 33:16.4
  473   6149 2.709490199332879e-04 6.9e+01 4.07e-03  3e-03  7e-03 34:20.9
  490   6370 2.705882390171063e-04 8.0e+01 5.64e-03  4e-03  1e-02 35:25.9
  500   6500 2.699902736491666e-04 8.4e+01 5.72e-03  4e-03  1e-02 35:59.9
  517   6721 2.693406008816399e-04 9.3e+01 6.44e-03  5e-03  1e-02 37:07.3
  534   6942 2.685854251856983e-04 1.1e+02 8.73e-03  6e-03  2e-02 38:14.5
  551   7163 2.674748907052178e-04 1.1e+02 6.40e-03  4e-03  1e-02 39:25.4
  568   7384 2.666390583753705e-04 1.1e+02 5.19e-03  4e-03  1e-02 40:37.3
  586   7618 2.657417925978650e-04 1.3e+02 5.73e-03  4e-03  1e-02 41:48.8
  600   7800 2.649695809895162e-04 1.4e+02 5.45e-03  4e-03  1e-02 42:46.7
  618   8034 2.641568214219631e-04 1.6e+02 6.16e-03  4e-03  1e-02 44:00.8
  637   8281 2.630600970155683e-04 1.6e+02 5.77e-03  4e-03  1e-02 45:17.9
  655   8515 2.627918910204049e-04 1.8e+02 5.36e-03  3e-03  1e-02 46:33.1
  675   8775 2.622852865751406e-04 1.8e+02 3.55e-03  2e-03  8e-03 47:51.1
  695   9035 2.617453651630017e-04 2.0e+02 3.34e-03  2e-03  8e-03 49:10.0
  700   9100 2.616909877155187e-04 2.0e+02 3.56e-03  2e-03  9e-03 49:29.0
  721   9373 2.612902916159574e-04 2.3e+02 4.45e-03  3e-03  1e-02 50:50.6
  741   9633 2.603697608748684e-04 2.6e+02 5.66e-03  4e-03  2e-02 52:13.2
  761   9893 2.598011719695963e-04 2.9e+02 5.41e-03  4e-03  2e-02 53:35.5
  770  10010 2.592880706989835e-04 3.1e+02 4.83e-03  3e-03  1e-02 54:12.9
termination on maxfevals=10000.0 (Tue Jul 28 14:36:19 2020)
final/bestever f-value = 2.592249e-04 2.592249e-04
incumbent solution: [ 3.02067119  1.70994636  2.2792305   0.69044767  0.5565398  -1.10299998
  1.17180624 -1.32507244 ...]
std deviations: [0.00586575 0.00721564 0.00358879 0.00383426 0.01080208 0.00401323
 0.00395144 0.00855085 ...]
(0.00025922485949529786, array([ 3.02067119,  1.70994636,  2.2792305 ,  0.69044767,  0.5565398 ,
       -1.10299998,  1.17180624, -1.32507244,  0.31385154, -0.20053246,
       -0.50920244,  2.55333744, -1.27754107,  3.25494473, -0.72175513,
        3.49579216, -0.05366075, -1.09455802, -0.10562633,  1.96342934,
       -1.89379946,  0.89817901, -0.4599775 ]))
