% # columns="iteration, evaluation, void, void, void, xmean", seed=1112172, Wed Aug 26 11:01:36 2020, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
15 165 0 0 0 1.343290899835297 0.31875447571053295 3.2632726233993172 5.013636478925389 -1.7167212042817552 1.6452259614821363 1.0217400243035117 -1.8303377619881773 -1.2474340246336428 1.140327979158321 -0.6249324422311823 2.5835866437363633 -0.6184224897241962 0.6531068246451395
16 176 0 0 0 1.3853316746397746 0.19852822806303705 2.8738993454802704 5.393074901641327 -2.055448260547968 0.9866112508188062 0.985532950624765 -1.435647524446603 -0.9973755015303891 0.7771368574297886 -0.9523243779409579 2.3789528508688753 -0.8322795656887834 0.7157696011281248
17 187 0 0 0 0.8106836174743035 -0.1028036561680567 3.3139673665527596 5.5919426220629305 -2.6290472642787277 0.7472435864012693 0.7241426086379952 -1.36907793210982 -0.8417853822945774 1.3982722622449313 -0.3964419753764922 2.3318829961819607 -1.0260533766631783 0.7581961985752935
18 198 0 0 0 1.3897815715264932 -0.3594735850460526 3.0457947218107297 5.689075628452227 -2.3857773903094293 0.6764774094652026 0.5159066797245966 -1.0611325452603075 -0.6127773255518316 1.6364935253492117 -0.7783562918161563 1.9738245633108524 -0.7611879766822149 -0.16516794204524088
19 209 0 0 0 1.5930526815681427 -0.03251797368519388 2.9838402116784373 5.1193266410451645 -1.9277559251851164 0.5744591344390882 0.4380063409768441 -1.3135215569748582 -0.6647497035869705 1.3966823651583502 -0.6476219423940843 2.001815184794936 -0.6009228018795999 0.4583693306095079
20 220 0 0 0 1.8904757415884414 -0.19727980390174504 2.8815505312451695 5.340909906235879 -2.57369583464734 0.6072121428974182 0.3583993868942261 -1.1929054075844079 -0.7173972182382875 1.8797344223536803 -0.7599656010177307 1.9445673170867903 -0.6132987518104633 0.8251387473741811
21 231 0 0 0 1.8455812956784894 -0.730243094304467 3.263524974842951 5.290681446735673 -3.0263253588069903 0.7403038698298208 0.7026290246140237 -0.8998748145687422 -0.6870617450238196 2.0383842874977067 -1.29961034220439 2.1984863418169662 -0.7602858789094852 1.2237699355707379
22 242 0 0 0 1.801123419309178 -1.1162100892180664 3.6503903256185675 5.829430037471209 -3.551660239713837 1.1168311242841287 0.8327353492030481 -0.7452276394332014 -0.4215143555865349 2.0449755768323623 -1.522568613086256 1.8857940084559182 -0.21775555099966215 1.4018173874141409
23 253 0 0 0 1.55367213153367 -1.483810860725027 3.9537432166137068 6.226725714162339 -3.9417473042428 1.3798783959835406 0.9702966456246787 -0.7841442147136206 -0.23431977926639883 1.9169282742064144 -2.1354163398848214 1.9457248712744664 0.13696694887722527 1.4120043204205281
24 264 0 0 0 1.5157214696899788 -1.5820297078841519 4.5821483601782935 6.705250878070516 -3.7790206138151783 1.2133673304247337 1.0438313354974793 -0.8049649048607046 -0.1695503278918472 2.0500157569605095 -1.685409594590428 1.9571882204081918 -0.09846244977677465 1.084547510718966
25 275 0 0 0 2.3110502912111985 -1.927433024022533 4.064551093278454 6.609054342253074 -3.4197306247063737 1.4944934424518108 0.9728026722008281 -0.7727305155664347 0.12434633240303788 2.188805829725668 -0.8979788310427136 1.7144721786795114 -0.28161439348476597 0.8732938873230693
26 286 0 0 0 2.3843975094591534 -2.0192674680125298 4.533111424694159 6.771010335880758 -3.8197141848517506 2.2723115375373664 0.9611980213042308 -0.8761852760297819 0.10008775203848867 2.9014775937484334 -1.1209338202402122 1.8797595986532123 -0.1579786042868604 0.20011344133948317
27 297 0 0 0 2.093270947889269 -2.3908023496921356 4.131363352246476 6.187575902341217 -3.923684064461608 2.7851661859345964 0.394891994529573 -0.7891192393962513 -0.4523775921742101 2.94701563434633 -0.452309323137857 2.2972622406507996 -0.24761556403069593 0.33033921035087194
28 308 0 0 0 1.933342032583806 -2.1020795344887304 3.791016120444954 5.770540196223335 -3.829585319393101 2.69769768754026 0.5276617670292901 -0.9041787467951056 -0.514921288743332 2.2431622377246803 -0.40368902483834274 2.839545017361742 -0.7331295911765068 0.907216734851805
29 319 0 0 0 1.6732961909377615 -2.4082618986476256 3.9003805147178756 5.265864692687543 -3.6336841803892064 2.3470022200786222 0.9083848177892769 -0.9503589558189756 0.1757879449974732 1.4860210362464916 -0.5176822278456908 2.6920394256961697 -0.8546800069899875 0.5077754395923458
30 330 0 0 0 1.9527455519765604 -2.2449058742756547 4.357286763353528 4.605945314100331 -3.6131830013571538 2.40728241992174 0.5899263332002253 -0.5103639119538332 0.19960447390530725 1.9865568391175148 -0.8660775536608382 2.9535281923275605 -1.1466400647695145 0.7981052675185413
31 341 0 0 0 2.2146769684309136 -2.281169004269608 3.3664149337587665 5.350821667678079 -3.3885174035089016 2.246097672070345 0.7684545215805648 -0.9675633511618773 0.6431178993353063 2.0806969351480804 -0.7442371288258567 3.6518597691446093 -1.6484006592121372 0.6010178605341499
32 352 0 0 0 2.3558870679266226 -2.6938854460119988 3.419072416621761 6.104966544019628 -4.032621746330589 2.792399727273269 1.081857647961494 -0.7463630944744395 1.3141461924304196 2.6703314731216703 -0.6363317639549321 3.237999688234715 -1.2410815955543033 0.7934201753605005
33 363 0 0 0 2.16136298373712 -2.3441374489225417 3.809671829243627 5.935665760099052 -3.352659630076667 1.8422384698951808 1.2828389669671578 -0.5192058645652966 1.5951249506628824 2.6692659714751943 -0.29939338385216285 3.061765360012329 -1.0275134488525894 0.9131388931307761
34 374 0 0 0 2.078513455155046 -2.4606117036071686 4.1242014891661825 6.85995990150621 -3.300324033052239 1.3089748532060719 1.14429893820778 -0.41423240742347817 1.103261120886441 2.8842077598396023 -0.3069436294444429 3.3442625269665096 -1.3893153081912581 1.732260938263547
35 385 0 0 0 1.7136468676431287 -2.5999265444934947 3.8412136820969702 7.063067409523045 -3.8902576729930374 1.755635058223337 0.8158470531194628 -0.40450019429485257 1.197519572939113 2.9155017794659273 -0.7535987206491523 2.862288928138608 -1.3486655175847353 0.9767957691595098
36 396 0 0 0 1.6814503174339472 -3.2173099650972055 3.6230800647890034 7.322012514021741 -4.390816391537268 1.9740204691062933 0.7588627252652145 -0.048981501320918996 1.4972893654555979 3.094216675047001 -1.3347562069053351 2.9074860096215276 -1.6585685301571986 0.6652013717955436
37 407 0 0 0 2.4019399087832745 -2.3591513800933757 3.21609089984999 6.449824835725524 -3.6727608552478617 1.5712076791153187 0.39987909553785056 0.03953427974686942 1.4203511820248518 2.882188151773964 -1.4482196433985932 2.935699487926168 -0.8048007564710937 0.331526523335518
38 418 0 0 0 2.9435174105843167 -2.2567327412265867 2.7932410390340987 5.968850720808011 -3.4563423273861824 1.8000339381373256 0.1609809015831403 -0.1422443450656553 1.45716828546106 2.8241116574106995 -1.2689446676039788 2.7117551113714073 -0.29761588671994044 0.22886387675505307
39 429 0 0 0 3.122829030105803 -2.3118148519566564 2.789882590104482 6.271463325362139 -3.685042132694584 2.188630146379134 0.5048770577024116 -0.6364631983618106 1.2968333470727784 3.119380968237081 -1.621687661638132 2.61915172971178 -0.16446551480161145 0.6384501732719801
40 440 0 0 0 3.228907775119144 -2.073922909281859 3.0378363010907874 5.908680986666574 -3.6524668765780994 2.0567548513710463 0.37628872302724714 -0.2631707308703836 1.0539304521137582 3.2163557747867944 -1.4571757445298457 2.539112274260473 0.06313808815873284 0.801356779444985
41 451 0 0 0 3.085157727256277 -2.647583784091646 2.9295986950465998 6.5967806181265365 -4.0188545755611145 2.3712571360212165 0.4658898772483479 -0.5407160177576523 1.5295188634795074 3.4804318994705308 -1.6778129744348853 2.3235459944918353 -0.2459550075617138 -0.08207192548814879
42 462 0 0 0 2.7846410346649306 -2.3086550749289443 3.4181403742801204 6.732474447958353 -3.8600895751261124 2.35454903637039 0.6017556922226246 -0.7125551710320839 1.6383101340038335 3.3583773184819865 -1.6879552100358377 2.452505657876779 -0.38764821884526063 0.15581578867903614
43 473 0 0 0 2.62708286216517 -2.1605746986231193 3.9073607983407492 6.74173006374974 -3.51437375491124 1.802268034265662 0.25346919289637426 -0.6612273250741866 2.010725325514085 3.496401305780487 -1.4249157845008744 2.3602573157531235 -0.4648534817272767 -0.02349764795127901
44 484 0 0 0 2.5176659247178175 -2.2490628373108175 3.6655299727652304 6.647767661813444 -3.2764435693423755 1.6925958987530205 0.26258092302729863 -0.6876020088148411 2.246000591738246 3.448708398204066 -1.4080818708347196 2.5029935142401833 -0.37935256369983456 -0.4484904747042083
45 495 0 0 0 2.5755146502659 -1.9615085179031286 3.5409288331243522 6.458782624227857 -3.0350012721652155 1.6584342764911697 0.2899790463971294 -0.7412954106219557 2.158692077036265 3.389177383237091 -1.220838620386983 2.069828286049562 -0.13299136007715218 -0.12227065444983215
46 506 0 0 0 2.473186648924798 -1.8085383735921758 3.6938622580045806 6.709368313662927 -3.07597327016217 1.8433647667079205 -0.012383937462418892 -0.6226797037976824 2.182778411523781 3.7017556734216255 -0.9324462168373966 2.247356270597555 -0.10382911128816981 -0.27095103612156163
47 517 0 0 0 2.386286968390073 -1.6997617510502385 3.7374430324451193 6.477775814340261 -3.3530093133868184 1.4282694246973466 -0.1292054404494615 -0.22898510457060162 2.247560608478444 3.68840080124348 -1.1798766648245418 2.231187075594491 -0.4101671324544467 -0.4027609457221832
48 528 0 0 0 2.344429802514048 -1.8082075527984494 3.7579609091797637 6.403258422917417 -3.6244134324625787 1.1257667834023604 0.10922101402623591 -0.17149607696363015 2.1175755231668245 3.5761961000034184 -1.2555610585980923 2.399739142257011 -0.5075498527524076 -0.3974343224740948
49 539 0 0 0 2.1483298736303786 -1.7375430559647767 3.5321146522752893 6.25402312670904 -3.591717629204014 1.3814888887301389 0.3126190976240815 -0.5620677674607926 2.1927201303787083 3.5199357907383706 -1.2590186529188003 2.340308148335744 -0.4448430048178589 -0.3519238986038402
50 550 0 0 0 2.242556775364877 -1.7726665274988715 3.7488727007852543 6.308854309061783 -3.5339830485266863 1.385939233281762 0.06752409725824896 -0.5546498384692944 1.9051693949301778 3.660851223674794 -1.1473066794667275 2.4374529740617223 -0.5116263464262765 -0.2104571638747389
51 561 0 0 0 2.1857012855603997 -1.6453756376360242 3.883470470922392 6.250938809698714 -3.4973219057934597 1.5535192496239758 0.06197504392722601 -0.6626723783353891 1.8294044594280858 3.5840740911320075 -1.1350859959059978 2.5689288396704604 -0.3834410470200503 -0.328559326414329
52 572 0 0 0 2.1091438822824196 -1.6153584312914866 4.182788766247646 6.452269243023374 -3.5626147763879192 1.5010671207522033 0.14393166921359857 -0.7867927525499155 1.6892133564306469 3.6542229171691796 -1.263884010993245 2.5904288585279693 -0.573298306882127 -0.37850386082854126
53 583 0 0 0 2.044674136982911 -1.6313768343504897 3.7916334696878646 5.97099807432935 -3.2107811060891054 1.2434592942986074 0.2566126285793877 -0.938519891889715 1.9121440556674472 3.3814498159612794 -1.0066463702325112 2.694884531408721 -0.780588312769259 0.10164076867271465
54 594 0 0 0 2.190288272779508 -1.408345926293147 3.4773918315019134 5.992827501143381 -3.163445148601161 1.4161446271118034 0.1777947021855586 -0.7513365332759924 1.8740558781238883 3.231761838707384 -1.0316908614501652 2.7305238134233947 -0.7833398583765705 -0.07977246987275727
55 605 0 0 0 2.1358896548261925 -1.3480186579891587 3.4233530209576144 5.969040393759963 -3.144937523693705 1.4758844156338315 0.16902306389693766 -0.6273459408413237 1.898090623248265 3.076843641274703 -1.0939623313586158 2.5538692513243353 -0.7386925995468828 -0.4461612486567792
56 616 0 0 0 2.1667307571143195 -1.3457877991209144 3.4350450993807415 5.9494140273616525 -3.2222874660909686 1.634778624343361 0.28651809666467276 -0.7772701957277692 1.803323912499059 3.122013514424022 -1.1728361736597084 2.6955294567924315 -0.7758544033248457 -0.3320325682826699
57 627 0 0 0 2.2195400649316426 -1.1646328119347318 3.5449481495982567 5.7566985608352095 -3.1067327906938216 1.8664038074205105 0.22901060612456203 -0.8085252186266428 1.8823240416756064 3.114876006155291 -1.2007990858963897 2.7143750134773796 -0.5487414609564674 -0.3918634064095437
58 638 0 0 0 2.204314213137526 -1.285765388887017 3.708763046174174 5.848979399314077 -3.2051935126034756 1.7757962695573135 0.1841815620132158 -1.0772829994459607 2.1574916440943404 3.289434178425979 -1.2108700680864568 2.605329847522578 -0.38571741603068627 -0.3832851237138637
59 649 0 0 0 2.126595724370895 -1.4982160544735943 3.6630636751841483 5.906234331325936 -3.305824711815252 1.8271284958549405 0.1664287720888504 -1.0794796523395684 2.2416839114907696 3.326216416871643 -1.2192584454108921 2.2649290985924715 -0.36348014202646606 -0.5951463000247282
60 660 0 0 0 2.39991099585941 -1.5420635313182747 3.546023028586269 5.874077047293443 -3.4583628888996913 1.9135685329173289 0.10447508921394574 -1.0193667313009145 2.2422775646912774 3.269669919760026 -1.2944909598182754 2.17297421653923 -0.4058605481074762 -0.5524612860840536
61 671 0 0 0 2.466367363094591 -1.544946504559654 3.5272405763531545 6.056063054185585 -3.541050869508611 1.8994812945679205 0.04528449682959845 -0.8458778993610109 2.228123613875137 3.1449257447953003 -1.4451249764414817 2.0703001170255506 -0.36348144839892677 -0.5341347771300832
62 682 0 0 0 2.110371401867161 -1.618959525502532 3.641870585841473 6.052184933765268 -3.591808106956404 1.78279582351359 0.23267178225378196 -0.9210819364327056 2.1750633341587817 3.2948081119529764 -1.4093069846285229 1.9059585617393866 -0.45055131628581324 -0.7895459924492088
63 693 0 0 0 2.056124655394952 -1.7246916830175125 3.7621205225515513 6.0045785107214975 -3.6323227069955246 1.7860033062665388 0.2782916344982277 -0.9548254013656264 2.238440753409265 3.4779873879587573 -1.3966243906405815 1.8065002341011533 -0.36294903184306965 -0.7607922873391771
64 704 0 0 0 1.925817400727293 -1.9012610165960315 3.9441211554453 6.091144281364946 -3.617189855823709 1.8330651234334414 0.2742385056856296 -0.851133173791897 2.238338091529242 3.6632182544069916 -1.211150317655116 1.8881322040413213 -0.298587199449334 -0.7642888765694323
65 715 0 0 0 1.8390701538722498 -1.9719854903556173 3.95378870696039 6.135329033361415 -3.6224367969216695 1.803004229625509 0.21320537535237188 -0.6967370371852994 2.2712906718789116 3.6799467032071513 -1.2235005535570767 1.7827950940285544 -0.48152876546202167 -0.9100925399684503
66 726 0 0 0 1.8385360522899583 -1.6713632093319606 3.941501477572329 6.022714493466067 -3.3751610767324687 1.773328330082011 0.3327821689514936 -0.7402264520136955 2.186625637239051 3.585293008697336 -1.1388407974368977 2.0141033812604463 -0.33804245571522595 -0.9623789822120292
67 737 0 0 0 1.9716843176340701 -1.6520797714175277 3.8933564956880797 5.963695768869152 -3.2154580265931894 1.833694038114995 0.32307121377266973 -0.7840624629099235 2.2721521388145205 3.6155614800808875 -1.0804794757224034 1.9996736563308486 -0.35184763350840964 -0.9141431841541829
68 748 0 0 0 1.7700726262663997 -2.019513686874869 3.9410494760001593 5.8399774404631914 -3.3001544900025612 1.811133989744109 0.2757513723597859 -0.6433063949775683 2.6055554620394754 3.7971811293937767 -0.9805088060619175 1.9132591400381755 -0.425106311933724 -0.8384880536422253
69 759 0 0 0 1.9009838841608016 -1.7963731782746921 3.7475013202461214 5.775950894054634 -3.1772352770167385 1.6748759707827363 0.20775285878355754 -0.648860854937883 2.4835653124541412 3.917356106534106 -0.8630557720971282 1.9942583478551315 -0.37563014624204905 -0.7302477739412312
70 770 0 0 0 1.8318811133011255 -1.7138709647618022 3.7998972245366014 5.750457536304655 -3.1775073149567343 1.6955386680680078 0.2599743766199571 -0.7676736647910709 2.452321488022351 3.8836289460525695 -0.8337895088380839 1.892782442278512 -0.37840820373134754 -0.6725953772502207
71 781 0 0 0 1.681296873435188 -1.840835890752257 3.860942420822263 5.710117401668038 -3.1820837463559744 1.698824966442752 0.33957523221609687 -0.6952627163262234 2.414824727268667 3.84592939904166 -0.8194721788381524 1.9280699569814637 -0.6607798802308911 -0.7284348719544436
72 792 0 0 0 1.7851197383965542 -1.8087253647321373 3.712522420071254 5.526400433334299 -3.1242414627569373 1.6730674619621106 0.3347543313769182 -0.6355309671885063 2.442223417249332 3.793425337496103 -0.8062104294071071 1.884533610687824 -0.7518969769179334 -0.7933459054558034
73 803 0 0 0 1.8387604845428842 -1.8121528620148244 3.712670163492558 5.755288257238384 -3.2843485946433435 1.8592667419391964 0.2385977022321001 -0.6876122052223311 2.343605922332235 3.8109574646543667 -0.9662216520605196 1.9771064003287702 -0.6917416512891631 -0.8064964649016709
74 814 0 0 0 1.9070254512046956 -1.7103883591796898 3.814661143549357 5.743995940621715 -3.231695787738721 1.912063595199137 0.2035391014145656 -0.8162557484800446 2.234307860765731 3.8197170338698636 -0.9551128629094779 1.9381951634583112 -0.6583967739300686 -0.8814199118963159
75 825 0 0 0 1.824412564549339 -1.8490144683189598 3.8195961058889862 5.724940802761336 -3.2885216610530077 1.906511860612104 0.13068687641586377 -0.7340840148746399 2.427959100583379 3.9746165336220804 -1.02899599009859 2.0202611315548737 -0.6572444516237914 -0.8619571899997749
76 836 0 0 0 1.7443960847320055 -1.8576790936890981 3.9008417643783275 5.68672357338633 -3.174724891976997 1.7284120710905406 0.1467997308692835 -0.7898250870180576 2.5090541146042953 4.089978413573329 -0.9796691123127128 1.942481545693708 -0.6813420850550949 -0.8322228229199378
77 847 0 0 0 1.7473323372190424 -1.791953133108728 3.8739107892901052 5.560461860184804 -3.1589282524852096 1.6196543912968946 0.2345147660047541 -0.8069238811816883 2.492935443185343 4.0121594784837615 -0.9952394195711117 1.9663499977427823 -0.7406896106978145 -0.7772140006664494
78 858 0 0 0 1.7217146328090867 -1.724470381497697 3.8919535211246865 5.602068268999139 -3.15844521366822 1.7143674696335667 0.2818317585675266 -0.7980513434862284 2.4279803699189646 4.031554073673876 -0.9909714062676841 1.9090548644888508 -0.6639443818623177 -0.8030950858798156
79 869 0 0 0 1.7729854145302189 -1.740872237247294 3.7567361838317357 5.513540404932379 -3.1626766142317146 1.6268725767574421 0.19943585178438197 -0.794252238466952 2.551070636701939 3.94804214225552 -1.0548005906014954 1.8214651378309947 -0.564702597170459 -0.8211654832876806
80 880 0 0 0 1.7708005060780927 -1.7007723130833734 3.849894952778026 5.556304199073059 -3.1132021130607743 1.6907434992478745 0.2244056520139326 -0.8585918117154392 2.5232197960274743 3.9872704469429734 -1.087931458687342 1.8178030359022002 -0.5720679395670317 -0.842438006637118
81 891 0 0 0 1.703720754051874 -1.6258877456675247 3.8733164217262046 5.599474783011248 -3.0501417803728406 1.7422265884937542 0.20660116466796632 -0.9091448206719148 2.4450549347897708 4.017225853485704 -1.0911782758974893 1.8863363364560655 -0.5718952602899312 -0.8670412266711215
82 902 0 0 0 1.7125142706409768 -1.5665473944317292 3.8169907817865805 5.5560073503190255 -3.039257705818237 1.6760797800185576 0.2664046102389457 -0.9640756871252425 2.403337523814303 3.8831891956134026 -1.1220108428327231 1.9223236361580611 -0.5513549469428294 -0.7917480615236316
83 913 0 0 0 1.6777739938496588 -1.639866197058649 3.8891913694466957 5.51180039972198 -3.130819866668884 1.712197322664085 0.20246827691444177 -0.9708741108077107 2.3950810295015783 3.8100858657721894 -1.1970991124694974 1.9614722720906 -0.5871086160084055 -0.8146457706704525
84 924 0 0 0 1.5918907038346681 -1.7068445852791247 3.969845115278712 5.6223519289037025 -3.0899421627763592 1.6612170211653825 0.18252572555104354 -1.0198763756412672 2.437064380179921 3.8731912940029245 -1.191992704994188 1.931826161862465 -0.5540057718486294 -0.8261244717604161
85 935 0 0 0 1.6437043451642057 -1.6531263717050628 3.8703795660306834 5.566825538019143 -3.0725996998992438 1.7182165793664992 0.22145377236803918 -1.0242823708086668 2.385147226789391 3.7463025603094753 -1.1773091738087407 1.9969826523999503 -0.5815722785813435 -0.7935314353542882
86 946 0 0 0 1.62111261265206 -1.6540966895694735 3.8348828285415015 5.536486096406466 -3.155555894606773 1.6689695728118403 0.18736546473626128 -1.0725043011450328 2.333228698023979 3.6824966903506127 -1.2598621319462542 1.9910971206118533 -0.5373393402722642 -0.784017009482711
87 957 0 0 0 1.6530326083624634 -1.7177860154835642 3.8853400057387635 5.5507870858839885 -3.2002966368877956 1.5787808173039788 0.21953474346031743 -1.0605909620313594 2.392355149019621 3.71734021918577 -1.1926463239587217 1.9511570013743291 -0.5505995171406303 -0.7543135069528109
88 968 0 0 0 1.7566811054988813 -1.5636874298787875 3.850387405645131 5.490471617441341 -3.124067643947708 1.5780849105228 0.22081977043043807 -1.0768036156149168 2.315647032940781 3.652950081398503 -1.2444943874237229 2.0210291032425127 -0.5242870327774324 -0.6615745665650186
89 979 0 0 0 1.6648942227777972 -1.5609458183101068 3.860818947811404 5.5618716727245054 -3.0413998069934234 1.6667434892950754 0.24432009565690366 -1.031018824966528 2.37250218294348 3.709109398133502 -1.2263088183219182 2.0510432720581218 -0.5542459235294765 -0.778684983309487
90 990 0 0 0 1.6674456361417276 -1.685017501790295 3.913006897553923 5.62057263916811 -3.062718724377065 1.6724959088418974 0.2201166028453647 -1.0631467616184145 2.4150688358421406 3.720797545446492 -1.164695328511787 2.005879071758489 -0.5784580439585358 -0.7975011263618165
91 1001 0 0 0 1.6272582371186544 -1.6626031164768662 3.907393074335709 5.668808810580127 -3.0375496734041207 1.6032963749487867 0.2686944989400741 -1.0797884061149192 2.396935453167116 3.6678558779730106 -1.1881876146016448 2.0494450707053744 -0.555504437516395 -0.7411768190624619
92 1012 0 0 0 1.5843893020696715 -1.6624111665456085 3.9482259633454264 5.713470809047659 -3.0294795874169687 1.5480110847932962 0.24269789000422037 -1.062761327001707 2.4472633668127455 3.6658433972631914 -1.2077530763241267 2.0652927133181738 -0.5229941491184684 -0.7439929196195618
93 1023 0 0 0 1.6314853842286319 -1.636859764964027 3.8837884660250177 5.7068802470835145 -3.052433904592248 1.5904801357783322 0.1902916519483377 -1.048998508028124 2.4176197167750613 3.668768463189076 -1.2364406499488223 2.045136253746412 -0.4826181352542695 -0.7821137360610401
94 1034 0 0 0 1.654291688188454 -1.640741478347417 3.905218634464673 5.70088454379869 -3.0952733190713015 1.6283612145870794 0.19869271828584967 -1.0605530625771373 2.3762600778992953 3.6794141021904396 -1.222790692815268 2.0386835484987125 -0.5006184081112165 -0.7684470332505278
95 1045 0 0 0 1.7337831401618125 -1.5696646217818762 3.8923713659706305 5.690194195931666 -3.0394756311868405 1.6481992748457914 0.23645575427550203 -1.1178125103928558 2.3640355190443243 3.7206639655059193 -1.1851878967438125 1.965204825324668 -0.49018244309711256 -0.6813559426600564
96 1056 0 0 0 1.6729567603063678 -1.5669170646666588 3.8860332109413727 5.63943435153614 -3.070625749867844 1.6560708330185379 0.2768766092410791 -1.1583188935337245 2.352072844543705 3.692610611217593 -1.2211009657770777 1.9569912233761935 -0.5100851661576754 -0.6921169661196046
97 1067 0 0 0 1.6776921096128166 -1.4719476504904634 3.86119166026555 5.632301740382387 -3.0441837749221383 1.6495627137525049 0.28362665572384965 -1.0966636563480276 2.2592445440014983 3.6837029175915004 -1.19270025839057 2.0157898691873783 -0.483737471843077 -0.694185524475908
98 1078 0 0 0 1.6749003565525509 -1.48329699903064 3.89031157267975 5.698464294181794 -3.0867275123776468 1.6043465473362615 0.34459160792271265 -1.1140298782270885 2.2660853526375893 3.7070730648542907 -1.2298557578115756 1.9725695106530134 -0.42242912576137026 -0.6726216674921561
99 1089 0 0 0 1.6943842846436747 -1.4556508165295792 3.848513608539432 5.678284862741326 -3.0974902281491725 1.5847682459767207 0.3314027700489162 -1.1059571152543193 2.240401612357126 3.7412350975422544 -1.1967470133218487 1.981279226953624 -0.38246085151301384 -0.6215130766275461
100 1100 0 0 0 1.6956834258683806 -1.4736608311954604 3.874791854404535 5.742921303111631 -3.0737353639388965 1.6685312938441124 0.3667124814172391 -1.0831449489365816 2.2123239422312464 3.7559392306592434 -1.1452303472059904 1.9837722578473997 -0.3877603740303669 -0.6330396780612465
