% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=1234, Mon Jun  8 15:11:08 2020
1 7 -0.0038380278867514777 -0.003838027886751478 0.01774707322692463 0.20694169974329005 1 1 1
2 14 -0.05391042006033702 -0.022410454447927934 0.19612858669712932 0.1961285866971293 1 1 1
3 21 -0.02574021277166312 -0.02574021277166312 0.07137010883466571 0.07465204156001053 1 1 1
4 28 -0.21251003655125136 -0.2125100365512514 0.05352558443868827 0.17380811994362894 1 1 1
5 35 -0.36002953578481195 -0.36002953578481195 0.022596438464992704 0.2017663104455923 1 1 1
6 42 -0.2506596205844188 -0.11056353549024112 0.23622107662990693 0.23622107662990693 1 1 1
7 49 -0.3939937284357234 -0.01036022269808563 0.09472636338596742 0.09472636338596742 1 1 1
8 56 -0.27229738135721504 -0.0031102421221144375 0 0 1 1 1
9 63 -0.2524818436795498 -0.1677660115550035 0.0892915207698664 0.0892915207698664 1 1 1
10 70 -0.2477583542343685 -0.17510511310852628 0.0995381778470621 0.09953817784706209 1 1 1
11 77 -0.22839239886205034 -0.03498169279133342 0.07349901320287452 0.07349901320287452 1 1 1
12 84 -0.37025118006537316 -0.05311764097896816 0 0 1 1 1
13 91 -0.4198790677251437 -0.1279211792670985 0 0 1 1 1
14 98 -0.6647557785451311 -0.06210029022976458 0 0 1 1 1
15 105 -0.5951183962335109 -0.04089127162355704 0 0 1 1 1
16 112 -0.5109384131138505 -0.08578193216878716 0.06976334964341555 0.06976334964341555 1 1 1
17 119 -0.3910981189187002 -0.3910981189187002 0.03912535198058399 0.1059310686250899 1 1 1
18 126 -0.3037250068113012 -0.3037250068113012 0.061320110518091143 0.13411010446146743 1 1 1
19 133 -0.33894196535350213 -0.33894196535350213 0.16332896372741362 0.18406043773238132 1 1 1
20 140 -0.44332498485088734 -0.44332498485088734 0.06877045178015645 0.14053864213086664 1 1 1
21 147 -0.5792616665410483 -0.06370253206622656 0.3435614391441057 0.3435614391441057 1 1 1
22 154 -0.4658183404919075 -0.1653569068522698 0.43262723870828224 0.4326272387082822 1 1 1
23 161 -0.45902809055677984 -0.1779005219395287 0.4843508885419857 0.48435088854198566 1 1 1
24 168 -0.4382600756574787 -0.2516930729876803 0.4877200888490391 0.48772008884903906 1 1 1
25 175 -0.47646638446168454 -0.18437370608855289 0.5321218549302167 0.5321218549302167 1 1 1
26 182 -0.5363536629494878 -0.268349406901031 0.5767938721999475 0.5767938721999475 1 1 1
27 189 -0.37152038095363515 -0.057015761051667106 0.5394542501560669 0.5394542501560669 1 1 1
28 196 -0.1857879668726126 -0.1857879668726126 0.11871234651882355 0.5882174584434201 1 1 1
29 203 -0.010266216455432863 -0.010266216455432863 0.23928623461719808 0.6452292657524878 1 1 1
30 210 0 0 0.029712194485211257 0.6612021733294144 1 1 1
31 217 0 0 0.355894457974145 0.692276603758273 1 1 1
32 224 0 0 0.3338392188615973 0.7232620980320106 1 1 1
33 231 0 0 0.40112636368423976 0.7380599762086459 1 1 1
34 238 0 0 0.35314030297876425 0.7235585944535322 1 1 1
35 245 0 0 0.3935496547847449 0.7834026608340036 1 1 1
36 252 0 0 0.3116479456356339 0.7239305332308142 1 1 1
37 259 0 0 0.33736750045887326 0.7194821295526004 1 1 1
38 266 0 0 0.36712375115443036 0.783424740235001 1 1 1
39 273 0 0 0.33023223967429094 0.7421941503964948 1 1 1
40 280 0 0 0.6183216719965249 0.87089923765485 1 1 1
41 287 0 0 0.6896552284155597 0.8859802005453349 1 1 1
42 294 0 0 0.7073092765627875 0.9153176263599754 1 1 1
43 301 0 0 0.7407440270851732 0.9335785996295384 1 1 1
44 308 0 0 0.6979786288252003 0.9366766893339179 1 1 1
45 315 0 0 0.6605786452575739 0.9571505782123899 1 1 1
46 322 0 0 0.6892466185591041 0.9629502002819087 1 1 1
47 329 0 0 0.7001760277635002 0.9653647850300843 1 1 1
48 336 0 0 0.6684346186618217 0.961851996243601 1 1 1
49 343 0 0 0.60022226637112 0.9567334907916024 1 1 1
50 350 0 0 0.6026405455655217 0.9592777154260568 1 1 1
51 357 0 0 0.5005526812174527 0.9507256628096549 1 1 1
52 364 0 0 0.48333685082959965 0.945195250601683 1 1 1
53 371 0 0 0.5511808074234892 0.9612505922874356 1 1 1
54 378 0 0 0.6422359978658746 0.9751084797007358 1 1 1
55 385 0 0 0.6696328554174537 0.9761166963750648 1 1 1
56 392 0 0 0.6918071002625079 0.9781897626326719 1 1 1
57 399 0 0 0.7223678897784043 0.9781361848875729 1 1 1
58 406 0 0 0.7388393845332308 0.9853224697091486 1 1 1
59 413 0 0 0.6909803720826903 0.9863510773368004 1 1 1
60 420 0 0 0.7354685409030014 0.9852750498380914 1 1 1
61 427 0 0 0.7322032089634674 0.9874427095029055 1 1 1
62 434 0 0 0.866951869310704 0.9920775386756657 1 1 1
63 441 0 0 0.8607341884345753 0.9946538532948994 1 1 1
64 448 0 0 0.865995352474265 0.9943442269744854 1 1 1
65 455 0 0 0.8904299893767779 0.9961108676502373 1 1 1
66 462 0 0 0.8438661334521846 0.9959037488327186 1 1 1
67 469 0 0 0.8764691201376679 0.9961528949422873 1 1 1
68 476 0 0 0.8615542070975842 0.9936610223612311 1 1 1
69 483 0 0 0.866646396305994 0.9947326208926575 1 1 1
70 490 0 0 0.8491006704363102 0.9930319137614625 1 1 1
71 497 0 0 0.8518193078691998 0.992231254974832 1 1 1
72 504 0 0 0.8437090217452637 0.9921080102325441 1 1 1
73 511 0 0 0.8253132176981013 0.9923810942812716 1 1 1
74 518 0 0 0.7860288909998954 0.9912619836763391 1 1 1
75 525 0 0 0.8403038491763115 0.9922736737331229 1 1 1
76 532 0 0 0.8026832644375682 0.9898261676198733 1 1 1
77 539 0 0 0.8232452546619545 0.9919215967267897 1 1 1
78 546 0 0 0.8346189249338999 0.9921919316737342 1 1 1
79 553 0 0 0.749342956384889 0.9897569986810112 1 1 1
80 560 0 0 0.7835148296233736 0.9895896158983482 1 1 1
81 567 0 0 0.8332986832417022 0.9910440350212976 1 1 1
82 574 0 0 0.8487529449601334 0.9912187858731765 1 1 1
83 581 0 0 0.7954294291942454 0.9922860546127094 1 1 1
84 588 0 0 0.768228977037291 0.9923712742243583 1 1 1
85 595 0 0 0.7990528137767198 0.9918255439365636 1 1 1
86 602 0 0 0.8625077719715055 0.9924954443455107 1 1 1
87 609 0 0 0.8574442768635575 0.9901300205436602 1 1 1
